Patent,Cit_Year,Citation
6009775,1992,5158354
6009775,1995,5412546
6009775,1996,5568849
6009776,1984,4455896
6009776,1986,4620458
6009776,1989,4813308
6009776,1990,4913007
6009776,1998,5752418
6009778,1999,5860339
6009779,1989,4829976
6009780,1978,4084463
6009780,1984,4467508
6009780,1987,4693149
6009780,1988,4727783
6009780,1989,4794684
6009781,1977,4009626
6009781,1984,4485710
6009781,1984,4487377
6009781,1987,4640165
6009781,1989,4806303
6009781,1992,5125302
6009781,1994,5367936
6009781,1995,5465461
6009782,1977,4063478
6009782,1983,4414743
6009782,1990,4934233
6009782,1992,5084972
6009782,1992,5123317
6009782,1992,5158001
6009782,1993,5230269
6009782,1995,5379668
6009782,1997,5638731
6009782,1998,5819619
6009783,1976,3949631
6009783,1981,4267753
6009783,1983,4387583
6009783,1986,4574608
6009783,1986,4599885
6009783,1986,4601190
6009783,1986,4615204
6009783,1987,4672831
6009783,1990,4951537
6009783,1991,5052208
6009783,1992,5077998
6009783,1992,5168738
6009783,1993,5247862
6009783,1994,5349843
6009783,1997,5628224
6009784,1981,4257298
6009784,1981,4266112
6009784,1986,4607552
6009784,1987,4638701
6009784,1988,4737904
6009784,1990,4922775
6009784,1992,5099732
6009785,1978,4085878
6009785,1984,4472988
6009785,1987,4693151
6009785,1988,4735034
6009785,1990,4949606
6009785,1990,4975781
6009785,1991,5000069
6009785,1991,5058474
6009785,1992,5121663
6009785,1992,5165314
6009785,1993,5203246
6009785,1994,5301579
6009785,1995,5431077
6009786,1978,4072075
6009786,1978,4085504
6009786,1984,4436025
6009786,1986,4569280
6009786,1992,5129159
6009786,1992,5142973
6009786,1994,5343623
6009786,1995,5388489
6009786,1995,5463943
6009786,1996,5533269
6009787,1981,4297927
6009787,1983,4373980
6009787,1985,4491307
6009787,1986,4619448
6009787,1991,5005618
6009787,1992,5105696
6009788,1975,3883097
6009788,1977,4043525
6009788,1981,4246472
6009788,1983,4399968
6009788,1985,4516606
6009788,1987,4671314
6009788,1991,5054521
6009788,1994,5365978
6009788,1994,5370358
6009788,1996,5487322
6009788,1996,5583312
6009788,1998,5704588
6009789,1975,3859892
6009789,1975,3867239
6009789,1988,4757742
6009789,1997,5686689
6009789,1998,5705764
6009790,1980,4198454
6009790,1984,4445693
6009790,1989,4821620
6009790,1989,4822657
6009790,1989,4846043
6009790,1989,4856791
6009790,1993,5273607
6009790,1994,5326606
6009790,1995,5402703
6009791,1975,3889434
6009791,1975,3924038
6009791,1976,3930452
6009791,1976,3958276
6009791,1977,4027443
6009791,1977,4029838
6009791,1977,4057359
6009791,1977,4061815
6009791,1978,4075386
6009791,1978,4079464
6009791,1978,4081581
6009791,1978,4090005
6009791,1978,4115616
6009791,1978,4130684
6009791,1979,4179979
6009791,1980,4198468
6009791,1980,4198707
6009791,1980,4204026
6009791,1980,4232069
6009791,1980,4241457
6009791,1981,4243719
6009791,1982,4312903
6009791,1982,4316404
6009791,1982,4328277
6009791,1982,4352316
6009791,1986,4595624
6009791,1987,4648136
6009791,1987,4667565
6009791,1988,4738893
6009791,1988,4739690
6009791,1988,4774143
6009791,1989,4861666
6009791,1990,4911061
6009792,1975,3878772
6009792,1997,5638741
6009792,1998,5794519
6009793,1984,4467707
6009793,1987,4634838
6009793,1988,4770090
6009793,1992,5165327
6009793,1993,5251541
6009793,1994,5301600
6009793,1996,5485778
6009794,1976,3958503
6009794,1979,4179214
6009794,1981,4282423
6009794,1984,4447692
6009794,1987,4636949
6009794,1989,4812625
6009794,1989,4858119
6009794,1990,4913038
6009794,1990,4920948
6009794,1991,5033368
6009794,1991,5060559
6009794,1991,5073861
6009794,1992,5090305
6009794,1992,5097113
6009794,1992,5101714
6009794,1992,5126536
6009794,1993,5179891
6009794,1993,5232151
6009794,1994,5307736
6009794,1994,5313876
6009794,1994,5331575
6009794,1994,5352866
6009794,1995,5398597
6009794,1995,5398668
6009794,1995,5454296
6009794,1996,5490449
6009794,1996,5528018
6009794,1996,5534708
6009794,1997,5605091
6009794,1997,5617776
6009794,1997,5617777
6009794,1997,5695671
6009794,1998,5776530
6009794,1999,5901640
6009795,1976,3958503
6009795,1981,4287818
6009795,1982,4325491
6009795,1984,4437159
6009795,1985,4508026
6009795,1987,4663710
6009795,1988,4721094
6009795,1988,4742455
6009795,1989,4848318
6009795,1990,4930408
6009795,1991,4997101
6009795,1991,5033368
6009795,1995,5402712
6009796,1979,4176592
6009796,1992,5172628
6009797,1986,4598690
6009797,1989,4810856
6009797,1990,4924766
6009797,1993,5195425
6009797,1994,5333540
6009797,1995,5421318
6009797,1996,5536518
6009797,1997,5649475
6009797,1998,5819639
6009797,1998,5832811
6009798,1989,4862794
6009798,1993,5184538
6009798,1993,5248514
6009798,1995,5410951
6009799,1996,5511470
6009799,1998,5711212
6009800,1979,4142933
6009801,1984,4454812
6009801,1984,4464985
6009801,1989,4817407
6009801,1992,5111250
6009801,1996,5537922
6009801,1996,5562033
6009801,1997,5678485
6009802,1979,4136432
6009802,1982,4337694
6009802,1984,4467716
6009802,1985,4491279
6009802,1988,4782748
6009802,1989,4881459
6009802,1990,4951885
6009802,1997,5647545
6009802,1997,5659940
6009803,1982,4311550
6009803,1984,4485733
6009803,1985,4494648
6009803,1993,5200129
6009803,1996,5558016
6009804,1992,5106076
6009804,1994,5328169
6009804,1994,5342034
6009804,1994,5358238
6009804,1995,5435544
6009804,1996,5551686
6009804,1998,5777882
6009805,1975,3889594
6009805,1979,4170938
6009805,1987,4662276
6009805,1987,4679500
6009805,1997,5619916
6009806,1983,4385558
6009806,1997,5657691
6009807,1977,4011812
6009807,1984,4448125
6009807,1998,5762333
6009808,1983,4403874
6009808,1984,4448121
6009808,1991,4994975
6009808,1992,5142139
6009808,1993,5181257
6009808,1995,5412577
6009809,1982,4329924
6009809,1982,4335653
6009809,1983,4402269
6009809,1988,4734265
6009809,1993,5241910
6009809,1995,5403036
6009809,1995,5454320
6009809,1996,5556132
6009809,1996,5558366
6009809,1996,5576509
6009809,1997,5602359
6009809,1998,5713597
6009809,1998,5732634
6009810,1975,3914141
6009810,1976,3953258
6009810,1978,4100224
6009810,1981,4283237
6009810,1984,4428786
6009810,1991,5074937
6009810,1994,5290857
6009810,1997,5602361
6009810,1997,5616883
6009810,1997,5654357
6009810,1997,5681904
6009811,1976,3964553
6009811,1978,4122899
6009811,1980,4208966
6009811,1984,4438810
6009811,1989,4875413
6009811,1990,4919050
6009811,1996,5582248
6009812,1989,4826076
6009812,1995,5456410
6009812,1997,5657695
6009812,1998,5779145
6009813,1998,5775232
6009814,1988,4782764
6009814,1989,4809619
6009814,1992,5156095
6009814,1993,5237937
6009814,1995,5425313
6009814,1996,5568775
6009815,1981,4257618
6009815,1984,4445671
6009815,1985,4497390
6009815,1986,4592590
6009815,1986,4593951
6009815,1988,4754713
6009815,1988,4784362
6009815,1991,5044468
6009815,1994,5320047
6009816,1981,4288136
6009816,1983,4371221
6009816,1988,4750794
6009816,1989,4869564
6009816,1989,4883331
6009816,1989,4886326
6009816,1990,4951576
6009816,1994,5372415
6009816,1995,5382088
6009816,1995,5454331
6009816,1995,5460564
6009817,1986,4571261
6009817,1993,5199975
6009818,1983,4411207
6009818,1989,4856441
6009818,1989,4864946
6009818,1993,5182997
6009818,1996,5544605
6009818,1997,5622126
6009818,1998,5743201
6009818,1998,5806446
6009819,1980,4220105
6009819,1982,4356782
6009819,1989,4796552
6009819,1992,5090343
6009820,1976,3949693
6009820,1979,4174671
6009820,1981,4286896
6009820,1984,4436050
6009820,1985,4498412
6009820,1987,4652177
6009820,1987,4657437
6009820,1988,4716847
6009820,1988,4735526
6009820,1990,4902169
6009820,1990,4913591
6009820,1991,5038702
6009820,1992,5139366
6009820,1992,5140924
6009820,1993,5188484
6009820,1996,5555838
6009820,1996,5575592
6009821,1975,3895594
6009821,1981,4263862
6009821,1981,4301006
6009821,1982,4359951
6009821,1987,4715307
6009821,1988,4759397
6009821,1992,5160215
6009822,1975,3903833
6009822,1975,3918389
6009822,1976,3970027
6009822,1978,4074652
6009822,1979,4147125
6009822,1979,4175511
6009822,1981,4278431
6009822,1983,4411630
6009822,1983,4412500
6009822,1983,4419082
6009822,1989,4838821
6009822,1992,5146865
6009822,1994,5336119
6009823,1975,3878807
6009823,1989,4809632
6009823,1993,5224887
6009824,1993,5216972
6009825,1977,4024718
6009825,1978,4086866
6009825,1979,4164195
6009825,1980,4222591
6009825,1981,4257721
6009825,1982,4318641
6009825,1982,4347012
6009825,1984,4432671
6009825,1984,4439068
6009825,1986,4601608
6009825,1987,4635728
6009825,1988,4721415
6009825,1988,4733993
6009825,1989,4830541
6009825,1990,4940362
6009825,1991,5041038
6009825,1992,5159891
6009825,1996,5480521
6009825,1998,5704307
6009826,1978,4098217
6009826,1983,4386575
6009826,1988,4721054
6009826,1989,4848261
6009826,1990,4951593
6009826,1991,5074235
6009827,1981,4260647
6009827,1989,4872947
6009827,1991,5000113
6009827,1993,5271972
6009827,1994,5286518
6009827,1994,5319247
6009827,1994,5362526
6009827,1995,5393708
6009827,1995,5426076
6009827,1995,5462899
6009827,1996,5502006
6009827,1997,5593741
6009828,1989,4808258
6009828,1989,4863549
6009828,1991,5057185
6009828,1992,5093703
6009828,1992,5160397
6009828,1994,5324388
6009828,1995,5405448
6009828,1995,5455061
6009828,1995,5468341
6009828,1996,5487786
6009829,1985,4492845
6009829,1986,4609564
6009829,1987,4673477
6009829,1988,4724058
6009829,1989,4849088
6009829,1989,4859489
6009829,1989,4869203
6009829,1990,4924135
6009829,1990,4929321
6009829,1990,4942844
6009829,1990,4978556
6009829,1991,5011638
6009829,1991,5037522
6009829,1991,5045344
6009829,1992,5126030
6009829,1993,5221349
6009829,1993,5234561
6009829,1993,5269896
6009829,1993,5269898
6009829,1994,5279723
6009829,1994,5282944
6009829,1994,5306408
6009829,1994,5317235
6009829,1995,5441624
6009829,1995,5458754
6009829,1995,5468363
6009829,1996,5480527
6009829,1996,5518597
6009829,1996,5580669
6009829,1996,5588975
6009829,1998,5840163
6009830,1994,5356515
6009830,1995,5476182
6009830,1996,5542559
6009830,1996,5556501
6009830,1997,5698062
6009831,1979,4142004
6009831,1985,4493977
6009831,1985,4504730
6009831,1988,4748135
6009831,1992,5160543
6009831,1992,5164012
6009831,1993,5254171
6009831,1994,5329095
6009831,1994,5370371
6009831,1996,5536918
6009831,1997,5683518
6009832,1975,3900005
6009832,1980,4211184
6009832,1981,4292926
6009832,1982,4344385
6009832,1990,4941433
6009832,1991,5054425
6009832,1993,5218924
6009832,1993,5245947
6009832,1995,5443035
6009832,1997,5651329
6009834,1984,4452177
6009835,1992,5133292
6009835,1997,5692392
6009835,1998,5709166
6009836,1987,4649862
6009836,1987,4696257
6009836,1996,5564364
6009836,1998,5755181
6009837,1996,5540017
6009838,1979,4154196
6009838,1980,4201153
6009838,1980,4234780
6009838,1983,4384461
6009838,1989,4850198
6009838,1990,4939911
6009838,1991,5010845
6009838,1991,5031412
6009838,1992,5081955
6009838,1992,5134969
6009838,1993,5213059
6009838,1993,5272316
6009838,1994,5343712
6009838,1996,5557941
6009838,1998,5802863
6009838,1998,5809936
6009838,1999,5887436
6009838,1999,5899084
6009839,1980,4226474
6009839,1985,4537154
6009839,1985,4560097
6009839,1987,4667624
6009839,1989,4848793
6009839,1992,5119767
6009839,1993,5259338
6009839,1994,5325818
6009839,1995,5388551
6009839,1996,5540403
6009839,1996,5562326
6009839,1997,5619955
6009839,1997,5628548
6009839,1997,5676426
6009839,1997,5678739
6009839,1998,5730498
6009839,1998,5732861
6009839,1998,5733014
6009839,1998,5848741
6009839,1999,5909927
6009839,1999,5927235
6009840,1990,4940042
6009840,1991,5029533
6009840,1997,5636619
6009841,1984,4455543
6009841,1985,4515343
6009841,1987,4682574
6009841,1987,4715330
6009841,1987,4715332
6009841,1988,4719882
6009841,1988,4777915
6009841,1989,4831973
6009841,1991,5070826
6009841,1991,5074259
6009841,1992,5095856
6009841,1992,5115772
6009841,1992,5131624
6009841,1993,5222714
6009841,1994,5331931
6009841,1996,5544626
6009841,1997,5598814
6009841,1997,5653198
6009841,1997,5657726
6009841,1997,5669341
6009841,1997,5692463
6009842,1985,4535733
6009842,1985,4546735
6009842,1989,4862845
6009842,1991,5052350
6009842,1993,5178105
6009842,1995,5431432
6009842,1996,5555860
6009842,1996,5586527
6009842,1997,5590906
6009843,1975,3917110
6009843,1977,4004889
6009843,1977,4050956
6009843,1978,4073474
6009843,1978,4074671
6009843,1978,4122817
6009843,1979,4149910
6009843,1979,4155492
6009843,1981,4301213
6009843,1982,4347076
6009843,1982,4359022
6009843,1983,4410285
6009843,1984,4433652
6009843,1985,4556022
6009843,1986,4597367
6009843,1986,4606883
6009843,1986,4632074
6009843,1988,4729546
6009843,1988,4770549
6009843,1989,4834036
6009843,1989,4846837
6009843,1989,4852531
6009843,1989,4867116
6009843,1989,4872431
6009843,1989,4881500
6009843,1989,4883778
6009843,1990,4928645
6009843,1991,5022918
6009843,1991,5076866
6009843,1992,5094200
6009843,1992,5112415
6009843,1992,5169460
6009843,1994,5370092
6009843,1994,5370364
6009843,1996,5503122
6009843,1996,5517956
6009843,1997,5662745
6009843,1998,5720246
6009843,1998,5823158
6009844,1987,4690104
6009845,1985,4538557
6009845,1990,4917066
6009846,1995,5471966
6009846,1996,5579744
6009847,1994,5304049
6009847,1994,5305716
6009848,1990,4955339
6009848,1998,5785031
6009849,1978,4125094
6009849,1992,5127378
6009849,1994,5327864
6009849,1994,5347964
6009849,1996,5529038
6009849,1998,5836284
6009850,1975,3880131
6009850,1976,3942914
6009850,1978,4073275
6009850,1978,4129253
6009850,1979,4165723
6009850,1980,4229148
6009850,1982,4351283
6009850,1983,4389987
6009850,1983,4392612
6009850,1984,4470545
6009850,1985,4527737
6009850,1986,4572433
6009850,1987,4709679
6009850,1988,4741314
6009850,1988,4757794
6009850,1989,4870936
6009850,1989,4881506
6009850,1990,4940037
6009850,1990,4951874
6009850,1990,4975029
6009850,1991,5029568
6009850,1993,5209208
6009850,1993,5233955
6009850,1994,5286178
6009850,1995,5390851
6009851,1983,4398514
6009851,1985,4491108
6009851,1986,4593663
6009851,1988,4721082
6009851,1993,5209214
6009852,1982,4355550
6009852,1988,4760823
6009852,1989,4841447
6009852,1991,4993283
6009852,1991,5012779
6009852,1992,5081597
6009852,1994,5291802
6009852,1995,5415143
6009852,1996,5577979
6009852,1997,5630394
6009853,1995,5429090
6009853,1995,5431139
6009853,1995,5435284
6009853,1995,5447133
6009853,1996,5492097
6009853,1996,5524589
6009853,1997,5623906
6009853,1998,5755201
6009853,1998,5778853
6009853,1998,5829409
6009854,1991,5036821
6009854,1994,5325834
6009855,1980,4221192
6009855,1988,4756289
6009855,1989,4798186
6009855,1990,4946106
6009855,1992,5101800
6009855,1994,5277156
6009855,1995,5398658
6009855,1996,5482021
6009855,1997,5699770
6009855,1998,5752487
6009855,1998,5806494
6009856,1975,3924583
6009856,1978,4066213
6009856,1981,4307693
6009856,1983,4419977
6009856,1985,4522182
6009856,1986,4589596
6009856,1991,5002480
6009856,1992,5086980
6009856,1992,5156129
6009856,1994,5328100
6009856,1994,5345913
6009856,1994,5365907
6009856,1998,5752487
6009857,1975,3896779
6009857,1979,4150651
6009857,1981,4274382
6009857,1981,4276863
6009857,1985,4499876
6009857,1985,4552114
6009857,1987,4676214
6009857,1990,4928642
6009857,1991,5035212
6009857,1992,5105779
6009857,1992,5117790
6009857,1993,5251590
6009857,1995,5445128
6009857,1995,5445129
6009857,1996,5483927
6009857,1996,5564391
6009858,1994,5357944
6009858,1995,5478213
6009858,1998,5749717
6009859,1978,4084564
6009859,1982,4364355
6009859,1991,5039284
6009859,1993,5265997
6009859,1994,5309885
6009859,1995,5392750
6009859,1996,5579739
6009859,1996,5586858
6009859,1997,5598827
6009859,1997,5642719
6009859,1997,5647331
6009859,1998,5740784
6009860,1982,4335697
6009860,1984,4463734
6009860,1986,4597364
6009860,1987,4641625
6009860,1988,4721078
6009860,1989,4817568
6009860,1990,4955326
6009860,1992,5136986
6009860,1992,5140959
6009860,1992,5150685
6009860,1993,5224457
6009860,1993,5226396
6009860,1994,5370097
6009860,1995,5398724
6009860,1995,5450829
6009860,1996,5526786
6009860,1997,5611316
6009860,1997,5690078
6009860,1998,5711270
6009860,1998,5755210
6009861,1984,4424790
6009861,1988,4732116
6009861,1988,4732117
6009861,1988,4732118
6009862,1984,4433666
6009862,1984,4466415
6009862,1984,4474008
6009862,1986,4598684
6009862,1988,4736728
6009862,1992,5113835
6009862,1993,5190017
6009862,1995,5448974
6009862,1996,5515833
6009862,1996,5533489
6009862,1998,5724950
6009862,1998,5758309
6009862,1999,5889203
6009863,1978,4066055
6009863,1991,5069192
6009863,1993,5209191
6009864,1975,3921606
6009864,1976,3943905
6009864,1979,4154205
6009864,1982,4345575
6009864,1985,4558683
6009864,1989,4886036
6009864,1990,4967037
6009864,1991,5049786
6009864,1993,5207208
6009865,1975,3911887
6009865,1987,4699115
6009865,1995,5392753
6009865,1997,5630384
6009866,1988,4732128
6009866,1992,5090387
6009866,1992,5148795
6009866,1993,5214267
6009866,1998,5719778
6009867,1981,4282854
6009867,1982,4321907
6009867,1982,4331125
6009867,1983,4417565
6009867,1984,4461270
6009867,1985,4503835
6009867,1985,4531507
6009867,1993,5197455
6009867,1993,5213075
6009867,1993,5230325
6009867,1995,5469835
6009867,1996,5507274
6009867,1997,5638807
6009868,1987,4678123
6009868,1988,4767416
6009868,1990,4923448
6009868,1991,5067655
6009868,1993,5224471
6009868,1996,5533501
6009868,1996,5553501
6009869,1979,4134547
6009869,1980,4231973
6009869,1981,4268460
6009869,1988,4746067
6009869,1988,4793556
6009869,1989,4813611
6009869,1993,5249740
6009869,1994,5287847
6009869,1994,5297543
6009869,1994,5312046
6009869,1994,5337740
6009869,1994,5355872
6009869,1995,5458135
6009869,1995,5474059
6009869,1996,5483953
6009869,1997,5676130
6009869,1997,5697361
6009869,1998,5775320
6009869,1998,5823434
6009870,1992,5101819
6009870,1993,5207623
6009870,1995,5383448
6009870,1995,5467764
6009870,1998,5799652
6009870,1998,5850833
6009871,1981,4262686
6009871,1991,5005570
6009871,1992,5119810
6009871,1997,5678540
6009871,1998,5810002
6009871,1998,5823186
6009872,1975,3927676
6009872,1976,3946742
6009872,1976,3973569
6009872,1976,3987798
6009872,1977,4018221
6009872,1977,4027666
6009872,1978,4088136
6009872,1980,4235229
6009872,1981,4246897
6009872,1981,4256099
6009872,1981,4304228
6009872,1982,4313437
6009872,1982,4331144
6009872,1984,4485822
6009872,1985,4527559
6009872,1985,4548200
6009872,1986,4598705
6009872,1987,4641646
6009872,1988,4738662
6009872,1989,4838867
6009872,1989,4844061
6009872,1989,4848331
6009872,1990,4906234
6009872,1991,5000741
6009872,1991,5009227
6009872,1991,5010884
6009872,1991,5042477
6009872,1991,5054482
6009872,1991,5056515
6009872,1991,5069206
6009872,1992,5101822
6009872,1992,5123410
6009872,1994,5282463
6009872,1994,5357952
6009872,1995,5413095
6009872,1995,5471980
6009872,1997,5671732
6009872,1998,5782236
6009873,1975,3884225
6009873,1975,3924282
6009873,1983,4383713
6009873,1986,4567887
6009873,1988,4780921
6009873,1993,5182828
6009873,1993,5193238
6009873,1993,5216772
6009873,1994,5347669
6009874,1980,4205669
6009874,1980,4216951
6009875,1995,5447947
6009875,1996,5513661
6009876,1979,4156124
6009876,1984,4461285
6009876,1984,4461294
6009876,1989,4840175
6009876,1990,4903695
6009876,1990,4905711
6009876,1990,4976709
6009876,1991,5057104
6009876,1992,5092863
6009876,1992,5108412
6009876,1992,5137530
6009876,1994,5282797
6009876,1994,5312395
6009876,1994,5336215
6009876,1994,5356409
6009876,1995,5437657
6009876,1996,5486172
6009876,1996,5582608
6009876,1997,5611795
6009876,1997,5616139
6009876,1997,5649922
6009877,1975,3901241
6009877,1977,4011872
6009877,1980,4196724
6009877,1983,4411266
6009877,1984,4423812
6009877,1985,4532924
6009877,1986,4565200
6009877,1990,4901737
6009877,1990,4906203
6009877,1990,4907589
6009877,1990,4943290
6009877,1990,4947842
6009877,1990,4966597
6009877,1990,4976711
6009877,1991,5035696
6009877,1991,5046512
6009877,1991,5057107
6009877,1992,5078717
6009877,1992,5083565
6009877,1992,5088979
6009877,1992,5094233
6009877,1992,5100423
6009877,1992,5122137
6009877,1992,5125928
6009877,1993,5190541
6009877,1993,5197963
6009877,1993,5197964
6009877,1993,5205287
6009877,1993,5215103
6009877,1993,5254126
6009877,1993,5256138
6009877,1993,5257451
6009877,1994,5275162
6009877,1994,5275608
6009877,1994,5277201
6009877,1994,5281216
6009877,1994,5281217
6009877,1994,5281218
6009877,1994,5290286
6009877,1994,5293869
6009877,1994,5309910
6009877,1994,5313943
6009877,1994,5314466
6009877,1994,5316020
6009877,1994,5328467
6009877,1994,5334196
6009877,1994,5348554
6009877,1994,5363861
6009877,1994,5365926
6009877,1994,5365945
6009877,1994,5366490
6009877,1994,5368557
6009877,1994,5368592
6009877,1994,5370675
6009877,1994,5370678
6009877,1995,5383876
6009877,1995,5383917
6009877,1995,5385544
6009877,1995,5397339
6009877,1995,5398683
6009877,1995,5401272
6009877,1995,5403311
6009877,1995,5409453
6009877,1995,5421819
6009877,1995,5423808
6009877,1995,5423811
6009877,1995,5423812
6009877,1995,5433739
6009877,1995,5435805
6009877,1995,5441499
6009877,1995,5456662
6009877,1995,5456682
6009877,1995,5458596
6009877,1995,5458597
6009877,1995,5470308
6009877,1995,5471982
6009877,1995,5472441
6009877,1996,5484400
6009877,1996,5486161
6009877,1996,5490984
6009877,1996,5496271
6009877,1996,5505728
6009877,1996,5505730
6009877,1996,5507743
6009877,1996,5509419
6009877,1996,5514130
6009877,1996,5514131
6009877,1996,5520684
6009877,1996,5531676
6009877,1996,5531677
6009877,1996,5536240
6009877,1996,5536267
6009877,1996,5540655
6009877,1996,5542915
6009877,1996,5542916
6009877,1996,5545161
6009877,1996,5545171
6009877,1996,5545193
6009877,1996,5545434
6009877,1996,5549108
6009877,1996,5549644
6009877,1996,5554110
6009877,1996,5556377
6009877,1996,5558672
6009877,1996,5558673
6009877,1996,5571116
6009877,1997,5599345
6009877,1997,5609151
6009877,1997,5624439
6009877,1997,5676674
6009877,1997,5688490
6009878,1984,4441498
6009878,1985,4542532
6009878,1988,4757816
6009878,1988,4760837
6009878,1991,5006115
6009878,1991,5009644
6009878,1992,5171228
6009878,1994,5325873
6009878,1995,5425367
6009878,1996,5513637
6009878,1997,5622169
6009878,1998,5727552
6009879,1981,4306573
6009879,1984,4485826
6009879,1987,4697603
6009879,1987,4703764
6009879,1991,5003996
6009879,1992,5168882
6009879,1996,5526826
6009879,1998,5769096
6009880,1976,3986257
6009880,1977,4062109
6009880,1983,4380120
6009880,1987,4640011
6009880,1990,4934050
6009880,1991,4982747
6009880,1991,4996771
6009880,1991,5010644
6009880,1991,5072511
6009880,1992,5131146
6009880,1993,5195544
6009880,1993,5261160
6009881,1980,4211247
6009881,1987,4691720
6009881,1989,4813439
6009881,1996,5555899
6009882,1992,5167245
6009882,1994,5289834
6009882,1995,5465741
6009882,1996,5497795
6009882,1997,5669399
6009882,1998,5778904
6009883,1976,3939850
6009883,1981,4254324
6009883,1988,4721121
6009883,1990,4955145
6009883,1991,5064993
6009883,1998,5729907
6009883,1998,5738121
6009884,1975,3922521
6009884,1977,4056111
6009884,1980,4212311
6009884,1983,4397326
6009884,1983,4404977
6009884,1984,4469934
6009884,1986,4606342
6009884,1988,4719931
6009884,1990,4939340
6009884,1992,5086793
6009884,1997,5590669
6009885,1979,4162010
6009885,1990,4917131
6009885,1991,4982751
6009885,1999,5865194
6009886,1978,4122983
6009886,1980,4201490
6009886,1981,4269207
6009886,1990,4957125
6009886,1991,5026191
6009886,1991,5033898
6009886,1998,5842487
6009887,1979,4148318
6009887,1980,4225254
6009887,1981,4299005
6009887,1982,4308879
6009887,1984,4455705
6009887,1984,4483356
6009887,1986,4609301
6009887,1986,4618279
6009887,1987,4658461
6009887,1988,4747720
6009887,1990,4925327
6009887,1990,4927283
6009887,1990,4936700
6009887,1992,5088849
6009887,1992,5125757
6009887,1994,5299877
6009887,1996,5509744
6009887,1996,5566418
6009887,1996,5581838
6009887,1997,5615962
6009887,1997,5659916
6009888,1988,4718974
6009888,1991,5035918
6009888,1992,5114834
6009888,1995,5381807
6009888,1997,5630904
6009889,1979,4154624
6009889,1982,4313767
6009889,1992,5135014
6009889,1994,5356481
6009889,1994,5363866
6009889,1995,5409545
6009889,1995,5425385
6009889,1995,5441063
6009889,1996,5507060
6009889,1997,5598859
6009889,1998,5706842
6009890,1983,4408560
6009890,1987,4693777
6009890,1987,4715392
6009890,1989,4828878
6009890,1992,5158616
6009890,1994,5297568
6009890,1994,5314509
6009890,1995,5379784
6009890,1995,5381808
6009890,1995,5431179
6009890,1996,5482068
6009890,1996,5485644
6009890,1996,5520744
6009890,1998,5795405
6009891,1992,5172712
6009891,1995,5430980
6009891,1997,5664595
6009891,1997,5673444
6009891,1997,5678587
6009892,1996,5575307
6009892,1997,5590678
6009892,1998,5732826
6009893,1990,4901750
6009893,1991,5010917
6009893,1994,5355966
6009894,1983,4413644
6009894,1985,4494564
6009894,1987,4657178
6009894,1987,4705066
6009894,1990,4979883
6009894,1992,5081913
6009894,1994,5344364
6009894,1998,5720658
6009895,1975,3911950
6009895,1977,4015622
6009895,1983,4413645
6009895,1984,4478587
6009895,1985,4549870
6009895,1987,4669498
6009895,1987,4709722
6009895,1990,4927397
6009895,1993,5188142
6009895,1993,5203831
6009896,1985,4552167
6009896,1986,4605035
6009896,1987,4655253
6009896,1997,5645102
6009896,1997,5649686
6009897,1999,5871030
6009898,1988,4776060
6009898,1989,4860703
6009898,1991,5034036
6009898,1996,5564513
6009898,1996,5575247
6009899,1978,4090534
6009899,1980,4182359
6009899,1985,4531359
6009899,1988,4760989
6009899,1996,5538037
6009900,1987,4655246
6009900,1998,5809780
6009901,1979,4135551
6009901,1986,4618171
6009901,1987,4687016
6009901,1990,4948094
6009901,1990,4971107
6009901,1991,4989630
6009901,1992,5078170
6009901,1993,5273071
6009901,1995,5407175
6009901,1997,5628344
6009902,1990,4971107
6009902,1995,5465754
6009905,1976,3984052
6009905,1995,5381996
6009905,1996,5570581
6009906,1975,3860353
6009906,1979,4156127
6009906,1980,4215726
6009906,1984,4440154
6009906,1987,4649959
6009906,1987,4651781
6009906,1988,4770211
6009906,1988,4773448
6009906,1994,5339865
6009906,1996,5538043
6009907,1977,4017102
6009907,1978,4116009
6009907,1978,4121858
6009907,1987,4691740
6009907,1988,4774872
6009907,1996,5526846
6009908,1980,4199955
6009908,1984,4448243
6009908,1984,4451966
6009908,1984,4475584
6009908,1986,4585059
6009908,1989,4886305
6009908,1990,4906496
6009908,1991,5076242
6009908,1992,5097898
6009908,1995,5423353
6009908,1995,5433252
6009908,1995,5449204
6009908,1995,5456502
6009908,1996,5511384
6009908,1997,5611373
6009909,1975,3883267
6009909,1979,4172474
6009909,1990,4927191
6009909,1991,4996202
6009909,1993,5259418
6009909,1994,5305799
6009909,1994,5311753
6009909,1995,5393260
6009909,1998,5720656
6009909,1998,5803506
6009910,1997,5593701
6009910,1998,5707701
6009910,1998,5780132
6009911,1975,3893488
6009911,1987,4643927
6009911,1995,5474822
6009911,1997,5699835
6009911,1998,5706865
6009912,1975,3868433
6009912,1975,3877136
6009912,1982,4312902
6009912,1984,4472475
6009912,1986,4575400
6009912,1986,4606953
6009912,1986,4630650
6009912,1987,4689174
6009912,1988,4763830
6009912,1989,4838317
6009912,1990,4964440
6009912,1994,5300336
6009912,1994,5316606
6009912,1994,5356679
6009913,1983,4421569
6009913,1984,4481239
6009913,1985,4499136
6009913,1985,4510007
6009913,1993,5207248
6009913,1995,5385655
